VendorId, ServiceId, ProductId, CircleCode, MSISDN, Provisioned-ServiceId, ResultCode, Result Description,Time
1,10490007,4280,AP,916309433051,10490007,1106,If any exception occur while executing FDP flow,2019-03-24 01:11:19.289
1,104900900,4305,AP,916309465737,104900900,124,Below minimum balance,2019-03-24 01:11:19.350
1,104900900,4305,AP,916309553473,104900900,124,Below minimum balance,2019-03-24 01:11:19.385
1,104900900,4305,AP,916309754581,104900900,124,Below minimum balance,2019-03-24 01:11:19.431
1,104900900,4305,AP,916309410191,104900900,124,Below minimum balance,2019-03-24 01:11:19.504
1,104900900,4305,AP,916309398570,104900900,0,Response Success,2019-03-24 01:11:19.559
1,1049001900,5570,AP,916309705695,1049001900,124,Below minimum balance,2019-03-24 01:11:20.558
1,1049001900,5570,AP,916309793938,1049001900,124,Below minimum balance,2019-03-24 01:11:20.612
1,104900900,4305,AP,916309698533,104900900,124,Below minimum balance,2019-03-24 01:11:20.706
1,1049001900,5570,AP,916309650395,1049001900,124,Below minimum balance,2019-03-24 01:11:20.769
1,1049001900,5570,AP,916309747381,1049001900,0,Response Success,2019-03-24 01:11:20.818
1,104900900,4305,AP,916309700190,104900900,124,Below minimum balance,2019-03-24 01:11:20.860
1,10490006,4276,AP,916309543320,10490006,0,Response Success,2019-03-24 01:11:20.889
1,1049001900,5570,AP,916309771240,1049001900,124,Below minimum balance,2019-03-24 01:11:20.919
1,6200019,9194,KK,916364108054,6200019,124,Below minimum balance,2019-03-24 01:11:22.097
1,1049001900,5570,AP,916309639352,1049001900,124,Below minimum balance,2019-03-24 01:11:22.134
1,104900900,4305,AP,916309573834,104900900,0,Response Success,2019-03-24 01:11:22.895
1,6200019,9194,KK,916364170661,6200019,0,Response Success,2019-03-24 01:11:22.932
1,40940023,9189,TN,916385243808,40940023,124,Below minimum balance,2019-03-24 01:11:23.074
1,1049001900,5570,AP,916309866732,1049001900,124,Below minimum balance,2019-03-24 01:11:23.162
1,1049001900,5570,AP,916309876944,1049001900,124,Below minimum balance,2019-03-24 01:11:23.230
1,1049001900,5570,AP,916309890345,1049001900,124,Below minimum balance,2019-03-24 01:11:23.315
1,30980023,9185,GUJ,916358036144,30980023,405914555,Below minimum balance,2019-03-24 01:11:23.381
1,6200019,9194,KK,916364768044,6200019,124,Below minimum balance,2019-03-24 01:11:23.417
1,104900900,4305,AP,916309831027,104900900,124,Below minimum balance,2019-03-24 01:11:23.561
1,20060023,9174,KK,916364732353,20060023,124,Below minimum balance,2019-03-24 01:11:23.834
1,40942400,9480,TN,916385282653,40942400,102,Subscriber not found,2019-03-24 01:11:25.841
1,30982600,9458,GUJ,916358268776,30982600,405914555,Below minimum balance,2019-03-24 01:11:25.941
1,6200019,9194,KK,916364169931,6200019,0,Response Success,2019-03-24 01:11:26.011
1,6200019,9194,KK,917022035976,6200019,0,Response Success,2019-03-24 01:11:26.012
1,10490007,4280,AP,916309802341,10490007,0,Response Success,2019-03-24 01:11:26.033
1,20060023,9174,KK,916364583487,20060023,124,Below minimum balance,2019-03-24 01:11:26.052
1,20060023,9174,KK,916364660627,20060023,124,Below minimum balance,2019-03-24 01:11:26.122
1,200600199,8106,KK,916364485230,200600199,124,Below minimum balance,2019-03-24 01:11:26.186
1,40940023,9189,TN,916385665650,40940023,124,Below minimum balance,2019-03-24 01:11:26.591
1,40930023,9190,MP,917000603513,40930023,405914555,Below minimum balance,2019-03-24 01:11:26.611
1,20060023,9174,KK,917022062058,20060023,124,Below minimum balance,2019-03-24 01:11:26.670
1,6200019,9194,KK,917022436797,6200019,124,Below minimum balance,2019-03-24 01:11:26.724
1,4094001800,4463,TN,916385595735,4094001800,0,Response Success,2019-03-24 01:11:26.760
1,4094001800,4463,TN,916385491730,4094001800,0,Response Success,2019-03-24 01:11:26.789
1,20060023,9174,KK,916364256693,20060023,124,Below minimum balance,2019-03-24 01:11:26.824
1,40940023,9189,TN,916385262975,40940023,124,Below minimum balance,2019-03-24 01:11:26.861
1,40942600,9431,TN,916385468730,40942600,124,Below minimum balance,2019-03-24 01:11:26.880
1,6200019,9194,KK,916364784068,6200019,124,Below minimum balance,2019-03-24 01:11:26.897
1,20060023,9174,KK,917022414839,20060023,124,Below minimum balance,2019-03-24 01:11:27.183
1,40702600,9435,RAJ,917023003393,40702600,124,Below minimum balance,2019-03-24 01:11:27.339
1,62000119,9198,KK,917022366972,62000119,124,Below minimum balance,2019-03-24 01:11:27.382
1,20060023,9174,KK,917022507718,20060023,124,Below minimum balance,2019-03-24 01:11:27.411
1,6200019,9194,KK,917022864893,6200019,124,Below minimum balance,2019-03-24 01:11:27.436
1,20060023,9174,KK,917022051266,20060023,124,Below minimum balance,2019-03-24 01:11:28.566
1,40940023,9189,TN,916385452261,40940023,124,Below minimum balance,2019-03-24 01:11:28.609
1,20060023,9174,KK,917022142306,20060023,124,Below minimum balance,2019-03-24 01:11:28.674
1,20060023,9174,KK,917022852832,20060023,0,Response Success,2019-03-24 01:11:28.708
1,1049001900,5570,AP,917013460232,1049001900,124,Below minimum balance,2019-03-24 01:11:28.711
1,20060023,9174,KK,917022108585,20060023,0,Response Success,2019-03-24 01:11:28.908
1,40700023,9177,RAJ,917023087285,40700023,124,Below minimum balance,2019-03-24 01:11:29.195
1,20060034900,4553,KK,917022842963,20060034900,124,Below minimum balance,2019-03-24 01:11:29.359
1,6200019,9194,KK,917022777802,6200019,124,Below minimum balance,2019-03-24 01:11:29.383
1,40700023,9177,RAJ,917023030328,40700023,0,Response Success,2019-03-24 01:11:29.466
1,20061001800,4184,KK,917022105688,20061001800,0,Response Success,2019-03-24 01:11:29.487
1,20060023,9174,KK,917022431206,20060023,124,Below minimum balance,2019-03-24 01:11:29.507
1,20060034900,4553,KK,917022473621,20060034900,124,Below minimum balance,2019-03-24 01:11:29.519
1,2006004200,4215,KK,917022616437,2006004200,124,Below minimum balance,2019-03-24 01:11:29.584
1,20066800,9465,KK,917022087352,20066800,124,Below minimum balance,2019-03-24 01:11:29.632
1,6200019,9194,KK,917022708727,6200019,124,Below minimum balance,2019-03-24 01:11:29.980
1,6200019,9194,KK,917022917100,6200019,124,Below minimum balance,2019-03-24 01:11:30.104
1,40700023,9177,RAJ,917023114500,40700023,124,Below minimum balance,2019-03-24 01:12:27.728
1,40700023,9177,RAJ,917023564641,40700023,124,Below minimum balance,2019-03-24 01:12:27.753
1,40702600,9435,RAJ,917023218775,40702600,124,Below minimum balance,2019-03-24 01:12:27.756
1,40700023,9177,RAJ,917023148231,40700023,124,Below minimum balance,2019-03-24 01:12:27.804
1,40701002900,6758,RAJ,917023102995,40701002900,124,Below minimum balance,2019-03-24 01:12:27.807
1,40700023,9177,RAJ,917023602830,40700023,124,Below minimum balance,2019-03-24 01:12:27.812
1,407000001200,5558,RAJ,917023773047,407000001200,0,Response Success,2019-03-24 01:12:28.092
1,40701002900,6758,RAJ,917023436930,40701002900,0,Response Success,2019-03-24 01:12:28.095
1,407000001200,5558,RAJ,917023365669,407000001200,0,Response Success,2019-03-24 01:12:28.100
1,40702600,9435,RAJ,917023917804,40702600,124,Below minimum balance,2019-03-24 01:12:28.174
1,4070001100,5541,RAJ,917023148096,4070001100,0,Response Success,2019-03-24 01:12:28.221
1,40930023,9190,MP,917024651765,40930023,405914555,Below minimum balance,2019-03-24 01:12:28.514
1,4093169,9506,MP,917024079733,4093169,405914555,Below minimum balance,2019-03-24 01:12:28.782
1,40930023,9190,MP,917024072014,40930023,405914555,Below minimum balance,2019-03-24 01:12:29.352
1,409300900,7466,MP,917024737960,409300900,405914555,Below minimum balance,2019-03-24 01:12:29.437
1,40702600,9435,RAJ,917023819274,40702600,124,Below minimum balance,2019-03-24 01:12:29.536
1,40702400,9477,RAJ,917023921625,40702400,124,Below minimum balance,2019-03-24 01:12:30.656
1,40930023,9190,MP,917024198440,40930023,405914555,Below minimum balance,2019-03-24 01:12:30.711
1,209026,9429,MAH,917028284588,209026,405914555,Below minimum balance,2019-03-24 01:12:30.853
1,4093001700,7395,MP,917024758458,4093001700,405914555,Below minimum balance,2019-03-24 01:12:31.003
1,40930023,9190,MP,917024383601,40930023,405914555,Below minimum balance,2019-03-24 01:12:31.098
1,1122000046,9333,MAH,917028133564,1122000046,405610009,Mapping for the error code is missing,2019-03-24 01:12:31.267
1,20900023,9182,MAH,917028532014,20900023,405914555,Below minimum balance,2019-03-24 01:12:31.508
1,20900023,9182,MAH,917028442968,20900023,0,Response Success,2019-03-24 01:12:32.039
1,20900023,9182,MAH,917028664858,20900023,405914555,Below minimum balance,2019-03-24 01:12:32.127
1,1122000029,9328,MAH,917028379794,1122000029,405914555,Below minimum balance,2019-03-24 01:12:32.186
1,20900004700,7715,MAH,917028865805,20900004700,0,Response Success,2019-03-24 01:12:32.669
1,10490003,4107,AP,917032016098,10490003,1106,If any exception occur while executing FDP flow,2019-03-24 01:12:32.765
1,20900023,9182,MAH,917028289475,20900023,405914555,Below minimum balance,2019-03-24 01:12:33.982
1,10490003,4107,AP,917032013448,10490003,0,Response Success,2019-03-24 01:12:34.021
1,1122000029,9328,MAH,917028454707,1122000029,405914555,Below minimum balance,2019-03-24 01:12:34.134
1,1049001900,5570,AP,917032027414,1049001900,124,Below minimum balance,2019-03-24 01:12:34.182
1,10490007,4280,AP,917032007793,10490007,0,Response Success,2019-03-24 01:12:34.885
1,10490007,4280,AP,917032006703,10490007,0,Response Success,2019-03-24 01:12:34.930
1,10490007,4280,AP,917032004665,10490007,0,Response Success,2019-03-24 01:12:35.002
1,10490007,4280,AP,917032009853,10490007,0,Response Success,2019-03-24 01:12:35.070
1,20900023,9182,MAH,917028503325,20900023,0,Response Success,2019-03-24 01:12:35.214
1,209026,9429,MAH,917028695735,209026,405914555,Below minimum balance,2019-03-24 01:12:35.315
1,10490007,4280,AP,917032045758,10490007,0,Response Success,2019-03-24 01:12:35.450
1,209026,9429,MAH,917028836937,209026,0,Response Success,2019-03-24 01:12:35.829
1,10490003,4107,AP,917032043654,10490003,0,Response Success,2019-03-24 01:12:35.927
1,10490007,4280,AP,917032051691,10490007,0,Response Success,2019-03-24 01:12:36.009
1,10490007,4280,AP,917032025027,10490007,0,Response Success,2019-03-24 01:12:37.747
1,10490007,4280,AP,917032027715,10490007,0,Response Success,2019-03-24 01:12:37.928
1,10490007,4280,AP,917032032630,10490007,0,Response Success,2019-03-24 01:12:38.029
1,10490007,4280,AP,917032034200,10490007,0,Response Success,2019-03-24 01:12:38.147
1,10490008,4456,AP,917032028460,10490008,0,Response Success,2019-03-24 01:12:38.272
1,104900900,4305,AP,917032013099,104900900,124,Below minimum balance,2019-03-24 01:12:38.371
1,10490007,4280,AP,917032078388,10490007,0,Response Success,2019-03-24 01:12:38.410
1,10490003,4107,AP,917032075429,10490003,1106,If any exception occur while executing FDP flow,2019-03-24 01:12:38.455
1,10490007,4280,AP,917032026817,10490007,0,Response Success,2019-03-24 01:12:38.527
1,1049001900,5570,AP,917032093125,1049001900,124,Below minimum balance,2019-03-24 01:12:38.570
1,10490006,4276,AP,917032048438,10490006,1106,If any exception occur while executing FDP flow,2019-03-24 01:12:39.271
1,10490007,4280,AP,917032057892,10490007,1106,If any exception occur while executing FDP flow,2019-03-24 01:12:40.549
1,10490007,4280,AP,917032119370,10490007,0,Response Success,2019-03-24 01:12:40.586
1,10490006,4276,AP,917032068358,10490006,1106,If any exception occur while executing FDP flow,2019-03-24 01:12:40.613
1,10490006,4276,AP,917032035395,10490006,0,Response Success,2019-03-24 01:12:40.629
1,10490007,4280,AP,917032052098,10490007,0,Response Success,2019-03-24 01:12:40.671
1,104900900,4305,AP,917032049776,104900900,124,Below minimum balance,2019-03-24 01:12:40.691
1,10490006,4276,AP,917032116544,10490006,0,Response Success,2019-03-24 01:12:40.777
1,10490007,4280,AP,917032065085,10490007,0,Response Success,2019-03-24 01:12:40.987
1,1049001900,5570,AP,917032137573,1049001900,0,Response Success,2019-03-24 01:12:41.265
1,104900900,4305,AP,917032091660,104900900,124,Below minimum balance,2019-03-24 01:12:41.289
1,10490006,4276,AP,917032071153,10490006,0,Response Success,2019-03-24 01:12:41.319
1,10490008,4456,AP,917032112875,10490008,0,Response Success,2019-03-24 01:12:41.337
1,10490008,4456,AP,917032108269,10490008,0,Response Success,2019-03-24 01:12:41.357
1,10490007,4280,AP,917032105538,10490007,0,Response Success,2019-03-24 01:12:41.378
1,1049001900,5570,AP,917032112813,1049001900,102,Subscriber not found,2019-03-24 01:12:41.429
1,10490007,4280,AP,917032079745,10490007,0,Response Success,2019-03-24 01:12:41.492
1,10490006,4276,AP,917032151617,10490006,0,Response Success,2019-03-24 01:12:41.885
1,10490007,4280,AP,917032150556,10490007,0,Response Success,2019-03-24 01:12:41.943
1,10490007,4280,AP,917032159787,10490007,0,Response Success,2019-03-24 01:12:42.026
1,10490007,4280,AP,917032131440,10490007,0,Response Success,2019-03-24 01:12:42.046
1,10490006,4276,AP,917032143707,10490006,0,Response Success,2019-03-24 01:12:42.094
1,10490007,4280,AP,917032149147,10490007,0,Response Success,2019-03-24 01:12:42.127
1,10490007,4280,AP,917032115565,10490007,0,Response Success,2019-03-24 01:12:42.149
1,10490007,4280,AP,917032146548,10490007,0,Response Success,2019-03-24 01:12:42.204
1,10490003,4107,AP,917032131430,10490003,0,Response Success,2019-03-24 01:12:42.347
1,10490006,4276,AP,917032148104,10490006,0,Response Success,2019-03-24 01:12:42.626
1,10490008,4456,AP,917032154429,10490008,1106,If any exception occur while executing FDP flow,2019-03-24 01:12:44.012
1,10490006,4276,AP,917032175431,10490006,0,Response Success,2019-03-24 01:12:44.049
1,1049001900,5570,AP,917032181968,1049001900,0,Response Success,2019-03-24 01:12:44.053
1,10490007,4280,AP,917032158323,10490007,1106,If any exception occur while executing FDP flow,2019-03-24 01:12:44.169
1,10490007,4280,AP,917032170310,10490007,0,Response Success,2019-03-24 01:12:44.184
1,10490007,4280,AP,917032162148,10490007,1106,If any exception occur while executing FDP flow,2019-03-24 01:12:44.336
1,10490007,4280,AP,917032183595,10490007,0,Response Success,2019-03-24 01:12:44.384
1,10490007,4280,AP,917032166365,10490007,0,Response Success,2019-03-24 01:12:44.415
1,1049001900,5570,AP,917032149176,1049001900,124,Below minimum balance,2019-03-24 01:12:44.481
1,10490003,4107,AP,917032168907,10490003,0,Response Success,2019-03-24 01:12:44.596
1,10490006,4276,AP,917032172858,10490006,0,Response Success,2019-03-24 01:12:44.820
1,10490007,4280,AP,917032188320,10490007,1106,If any exception occur while executing FDP flow,2019-03-24 01:13:40.856
1,10490007,4280,AP,917032190284,10490007,1106,If any exception occur while executing FDP flow,2019-03-24 01:13:40.856
1,10490008,4456,AP,917032193141,10490008,0,Response Success,2019-03-24 01:13:40.993
1,10490007,4280,AP,917032191400,10490007,0,Response Success,2019-03-24 01:13:41.069
1,10490007,4280,AP,917032188246,10490007,0,Response Success,2019-03-24 01:13:41.071
1,10490006,4276,AP,917032197911,10490006,0,Response Success,2019-03-24 01:13:41.072
1,10490007,4280,AP,917032191618,10490007,0,Response Success,2019-03-24 01:13:41.174
1,10490003,4107,AP,917032196124,10490003,0,Response Success,2019-03-24 01:13:41.175
1,10490007,4280,AP,917032186806,10490007,0,Response Success,2019-03-24 01:13:41.176
1,10490007,4280,AP,917032186183,10490007,0,Response Success,2019-03-24 01:13:41.176
1,10490006,4276,AP,917032210205,10490006,0,Response Success,2019-03-24 01:13:42.632
1,10490007,4280,AP,917032212655,10490007,0,Response Success,2019-03-24 01:13:42.947
1,104916900,9496,AP,917032210058,104916900,124,Below minimum balance,2019-03-24 01:13:43.006
1,10490007,4280,AP,917032215987,10490007,0,Response Success,2019-03-24 01:13:43.048
1,10490008,4456,AP,917032226755,10490008,0,Response Success,2019-03-24 01:13:43.387
1,10490006,4276,AP,917032232556,10490006,1106,If any exception occur while executing FDP flow,2019-03-24 01:13:43.491
1,10490006,4276,AP,917032233523,10490006,0,Response Success,2019-03-24 01:13:43.544
1,10490007,4280,AP,917032206212,10490007,1106,If any exception occur while executing FDP flow,2019-03-24 01:13:43.624
1,10490006,4276,AP,917032253290,10490006,1106,If any exception occur while executing FDP flow,2019-03-24 01:13:43.908
1,1049001900,5570,AP,917032221170,1049001900,124,Below minimum balance,2019-03-24 01:13:44.109
1,10490008,4456,AP,917032201645,10490008,0,Response Success,2019-03-24 01:13:44.246
1,10490008,4456,AP,917032245448,10490008,0,Response Success,2019-03-24 01:13:44.393
1,10490007,4280,AP,917032250574,10490007,0,Response Success,2019-03-24 01:13:44.605
1,10490006,4276,AP,917032245844,10490006,0,Response Success,2019-03-24 01:13:44.699
1,10490007,4280,AP,917032246842,10490007,0,Response Success,2019-03-24 01:13:45.973
1,10490007,4280,AP,917032242554,10490007,0,Response Success,2019-03-24 01:13:46.010
1,10490007,4280,AP,917032240960,10490007,1106,If any exception occur while executing FDP flow,2019-03-24 01:13:46.118
1,10490007,4280,AP,917032254034,10490007,0,Response Success,2019-03-24 01:13:46.340
1,10490007,4280,AP,917032237816,10490007,1106,If any exception occur while executing FDP flow,2019-03-24 01:13:46.684
1,10490007,4280,AP,917032248149,10490007,0,Response Success,2019-03-24 01:13:46.781
1,10490007,4280,AP,917032276871,10490007,0,Response Success,2019-03-24 01:13:46.862
1,10490007,4280,AP,917032274487,10490007,0,Response Success,2019-03-24 01:13:47.127
1,10490007,4280,AP,917032275303,10490007,0,Response Success,2019-03-24 01:13:47.209
1,10490008,4456,AP,917032276150,10490008,0,Response Success,2019-03-24 01:13:47.311
1,10490007,4280,AP,917032272809,10490007,0,Response Success,2019-03-24 01:13:47.469
1,10490007,4280,AP,917032272468,10490007,0,Response Success,2019-03-24 01:13:47.761
1,10490007,4280,AP,917032266967,10490007,0,Response Success,2019-03-24 01:13:47.921
1,10490007,4280,AP,917032278076,10490007,0,Response Success,2019-03-24 01:13:49.279
1,10490006,4276,AP,917032308572,10490006,1106,If any exception occur while executing FDP flow,2019-03-24 01:13:49.402
1,10490006,4276,AP,917032276150,10490006,0,Response Success,2019-03-24 01:13:49.513
1,10490007,4280,AP,917032264496,10490007,0,Response Success,2019-03-24 01:13:49.604
1,1049001900,5570,AP,917032290974,1049001900,124,Below minimum balance,2019-03-24 01:13:49.731
1,10490007,4280,AP,917032294485,10490007,0,Response Success,2019-03-24 01:13:49.797
1,10490007,4280,AP,917032292036,10490007,0,Response Success,2019-03-24 01:13:49.918
1,104900900,4305,AP,917032290974,104900900,124,Below minimum balance,2019-03-24 01:13:50.217
1,10490007,4280,AP,917032311925,10490007,0,Response Success,2019-03-24 01:13:50.503
1,10490007,4280,AP,917032295528,10490007,0,Response Success,2019-03-24 01:13:51.194
1,10490007,4280,AP,917032323872,10490007,1106,If any exception occur while executing FDP flow,2019-03-24 01:13:51.196
1,10490007,4280,AP,917032287973,10490007,0,Response Success,2019-03-24 01:13:51.224
1,10490008,4456,AP,917032296103,10490008,0,Response Success,2019-03-24 01:13:51.225
1,10490006,4276,AP,917032328051,10490006,0,Response Success,2019-03-24 01:13:51.313
1,10490007,4280,AP,917032284500,10490007,0,Response Success,2019-03-24 01:13:52.519
1,10490007,4280,AP,917032328051,10490007,0,Response Success,2019-03-24 01:13:52.599
1,10490007,4280,AP,917032319569,10490007,0,Response Success,2019-03-24 01:13:52.708
1,10490007,4280,AP,917032317622,10490007,0,Response Success,2019-03-24 01:13:53.037
1,10490007,4280,AP,917032324300,10490007,0,Response Success,2019-03-24 01:13:53.167
1,10490007,4280,AP,917032325463,10490007,0,Response Success,2019-03-24 01:13:53.215
1,10490006,4276,AP,917032327085,10490006,0,Response Success,2019-03-24 01:13:53.241
1,10490006,4276,AP,917032317622,10490006,0,Response Success,2019-03-24 01:13:53.264
1,10490007,4280,AP,917032381341,10490007,0,Response Success,2019-03-24 01:13:53.282
1,1049001900,5570,AP,917032361783,1049001900,124,Below minimum balance,2019-03-24 01:13:53.314
1,10490007,4280,AP,917032315828,10490007,0,Response Success,2019-03-24 01:13:53.374
1,10490007,4280,AP,917032381386,10490007,0,Response Success,2019-03-24 01:13:53.404
1,10490003,4107,AP,917032351263,10490003,0,Response Success,2019-03-24 01:13:53.658
1,10490007,4280,AP,917032387305,10490007,0,Response Success,2019-03-24 01:13:53.732
1,1049001900,5570,AP,917032367633,1049001900,124,Below minimum balance,2019-03-24 01:13:53.835
1,10490007,4280,AP,917032349038,10490007,0,Response Success,2019-03-24 01:13:53.891
1,1049001900,5570,AP,917032393271,1049001900,124,Below minimum balance,2019-03-24 01:13:53.924
1,10490007,4280,AP,917032343850,10490007,0,Response Success,2019-03-24 01:13:53.955
1,10490003,4107,AP,917032386948,10490003,1106,If any exception occur while executing FDP flow,2019-03-24 01:13:54.011
1,10490007,4280,AP,917032362651,10490007,0,Response Success,2019-03-24 01:13:54.029
1,1049001900,5570,AP,917032385145,1049001900,124,Below minimum balance,2019-03-24 01:13:54.178
1,104900900,4305,AP,917032397443,104900900,124,Below minimum balance,2019-03-24 01:13:54.179
1,10490007,4280,AP,917032369639,10490007,0,Response Success,2019-03-24 01:13:54.390
1,10490008,4456,AP,917032332830,10490008,0,Response Success,2019-03-24 01:13:54.632
1,10490007,4280,AP,917032392854,10490007,1106,If any exception occur while executing FDP flow,2019-03-24 01:13:55.731
1,104900900,4305,AP,917032385145,104900900,124,Below minimum balance,2019-03-24 01:13:55.887
1,10490007,4280,AP,917032392097,10490007,1106,If any exception occur while executing FDP flow,2019-03-24 01:13:55.891
1,10490006,4276,AP,917032407533,10490006,0,Response Success,2019-03-24 01:13:55.962
1,10490007,4280,AP,917032387620,10490007,0,Response Success,2019-03-24 01:13:55.993
1,10490007,4280,AP,917032420668,10490007,0,Response Success,2019-03-24 01:13:56.001
1,10490006,4276,AP,917032402023,10490006,0,Response Success,2019-03-24 01:13:56.138
1,10490007,4280,AP,917032408034,10490007,1106,If any exception occur while executing FDP flow,2019-03-24 01:13:56.144
1,10490006,4276,AP,917032412591,10490006,0,Response Success,2019-03-24 01:13:56.150
1,10490007,4280,AP,917032406015,10490007,0,Response Success,2019-03-24 01:13:56.356
1,10490006,4276,AP,917032411621,10490006,0,Response Success,2019-03-24 01:13:56.483
1,10490008,4456,AP,917032403585,10490008,0,Response Success,2019-03-24 01:13:56.597
1,10490008,4456,AP,917032397566,10490008,1106,If any exception occur while executing FDP flow,2019-03-24 01:13:56.615
1,10490007,4280,AP,917032412027,10490007,0,Response Success,2019-03-24 01:13:56.684
1,10490007,4280,AP,917032382506,10490007,0,Response Success,2019-03-24 01:13:56.830
1,1049001900,5570,AP,917032421022,1049001900,124,Below minimum balance,2019-03-24 01:14:55.710
1,10490007,4280,AP,917032425984,10490007,1106,If any exception occur while executing FDP flow,2019-03-24 01:14:55.751
1,10490007,4280,AP,917032437995,10490007,1106,If any exception occur while executing FDP flow,2019-03-24 01:14:55.760
1,10490007,4280,AP,917032429625,10490007,0,Response Success,2019-03-24 01:14:55.970
1,10490007,4280,AP,917032452670,10490007,0,Response Success,2019-03-24 01:14:55.973
1,10490006,4276,AP,917032422265,10490006,0,Response Success,2019-03-24 01:14:55.974
1,10490007,4280,AP,917032427449,10490007,0,Response Success,2019-03-24 01:14:55.975
1,104900900,4305,AP,917032425688,104900900,0,Response Success,2019-03-24 01:14:55.977
1,10490007,4280,AP,917032428457,10490007,0,Response Success,2019-03-24 01:14:56.007
1,10490006,4276,AP,917032429229,10490006,0,Response Success,2019-03-24 01:14:56.008
1,104900900,4305,AP,917032474145,104900900,124,Below minimum balance,2019-03-24 01:14:56.212
1,10490006,4276,AP,917032455400,10490006,0,Response Success,2019-03-24 01:14:58.136
1,10490008,4456,AP,917032463031,10490008,0,Response Success,2019-03-24 01:14:58.220
1,10490007,4280,AP,917032456504,10490007,1106,If any exception occur while executing FDP flow,2019-03-24 01:14:58.273
1,10490007,4280,AP,917032473103,10490007,0,Response Success,2019-03-24 01:14:58.306
1,104900900,4305,AP,917032458791,104900900,124,Below minimum balance,2019-03-24 01:14:58.362
1,10490003,4107,AP,917032476160,10490003,0,Response Success,2019-03-24 01:14:58.506
1,10490006,4276,AP,917032465861,10490006,0,Response Success,2019-03-24 01:14:58.562
1,10490007,4280,AP,917032466095,10490007,0,Response Success,2019-03-24 01:14:58.676
1,10490003,4107,AP,917032472265,10490003,0,Response Success,2019-03-24 01:14:58.793
1,104900900,4305,AP,917032490635,104900900,0,Response Success,2019-03-24 01:14:59.678
1,10490008,4456,AP,917032476850,10490008,0,Response Success,2019-03-24 01:14:59.758
1,10490007,4280,AP,917032484337,10490007,0,Response Success,2019-03-24 01:14:59.813
1,10490008,4456,AP,917032488104,10490008,0,Response Success,2019-03-24 01:14:59.884
1,10490008,4456,AP,917032491238,10490008,0,Response Success,2019-03-24 01:15:01.053
1,10490003,4107,AP,917032484485,10490003,0,Response Success,2019-03-24 01:15:01.113
1,10490007,4280,AP,917032479512,10490007,1106,If any exception occur while executing FDP flow,2019-03-24 01:15:01.164
1,10490007,4280,AP,917032479119,10490007,0,Response Success,2019-03-24 01:15:01.209
1,10490007,4280,AP,917032486008,10490007,0,Response Success,2019-03-24 01:15:01.249
1,104900900,4305,AP,917032498487,104900900,124,Below minimum balance,2019-03-24 01:15:01.304
1,10490007,4280,AP,917032487597,10490007,0,Response Success,2019-03-24 01:15:01.928
1,10490003,4107,AP,917032505384,10490003,0,Response Success,2019-03-24 01:15:02.279
1,10490003,4107,AP,917032495632,10490003,0,Response Success,2019-03-24 01:15:02.434
